qid	a	b	c
2364	-3.439491257014452	-2.598870628680408	0.25
2365	-2.8132706700811156	-2.075645472029691	0.25
2367	-3.0120588217327793	-2.194765674194473	0.25
2368	-2.7943804747992846	2.4351284904344364	0.25
2369	-2.7516504966212407	2.291645827676269	0.25
2370	-2.11366509817598	-2.351551514446335	0.25
2371	-3.0594394830996894	2.4989357753112142	0.25
2372	-3.6598198171719574	-1.6851511328053315	0.25
2373	-1.0055349171477879	2.601447026576721	0.25
2374	-1.8002308068849622	2.2513822374963537	0.25
2375	-2.5256980744340294	2.216749768906342	0.25
2376	-2.973172945993635	-1.385514775692941	0.25
2377	-2.579696113172498	-2.7578896231033863	0.25
2378	-2.1675427832399	2.1117480716226003	0.25
2379	1.781772633452065	1.669678861803975	0.25
2380	-1.4753239735932844	0.55067392161236	0.25
2381	1.9519287395664977	-1.0180577914321163	0.25
2382	0.36905616236917355	-0.7745153243973568	0.25
2383	-2.1008987922316433	-2.135373981239872	0.25
2386	-1.7920436689960682	-1.7456750269069377	0.25
2387	-1.8935771890228354	2.349587542709474	0.25
2388	-2.945639198138479	-2.3780676139758214	0.25
2389	-2.7291467831205725	-2.976970150006312	0.25
2390	-1.7806259137950602	-2.05270213452665	0.25
2391	-3.645731355387576	-3.1421443822451556	0.25
2392	-0.8673211864999427	-0.9771328901648151	0.25
2393	1.5611367616843232	-1.2286706829553122	0.25
2394	-1.3974776797527215	-0.956663440585329	0.25
2395	1.1441625167588325	-0.056266532182485486	0.25
2396	-3.222732343797985	2.5023528952737966	0.2
2397	-2.3666117163785994	-1.9496146956364573	0.25
2398	-2.305232410977345	-2.0808378807411785	0.25
2399	-2.459048974825694	0.7582761350613174	0.25
2400	-1.7391984992104548	-1.2007308998580113	0.25
2401	-2.3725807625005646	-1.4213613120519433	0.25
2402	-1.2603116105078385	1.662891771349618	0.25
2403	-0.5635911483353879	-0.7707978406189928	0.25
2404	-2.893383996931753	-2.1321379860068745	0.25
2405	-2.51507010453926	-2.4761432974438136	0.25
2406	-1.2542312575166765	-2.00358963017275	0.25
2407	-1.5496069980763492	1.568072628817287	0.25
2408	-3.819993266610284	-2.306072410952869	0.25
2409	0.2729753424793372	-1.5936307141837494	0.25
2410	-1.7322963710088388	0.5493027493697227	0.25
2411	-0.2610181536784334	1.743702750853073	0.25
2412	-2.0292397690911548	-1.8877114412650091	0.25
2413	-3.311333632922475	2.8317252963138104	0.25
2414	-2.7665601513939064	-2.897654974435136	0.25
2415	-2.1452592526545913	2.716333479658851	0.25
2416	-2.9422159079643766	-2.814550287422358	0.25
2417	0.26491978836353824	-0.5484536130248684	0.25
2418	-1.7335846806109871	2.6094131431756686	0.25
2419	-3.6217763645737584	-3.4860418797099153	0.25
2420	-2.1026162952159795	2.6408082804064295	0.25
2421	-2.8112670663536767	2.7228423965412025	0.25
2422	-2.824842643200154	-1.964569673226584	0.25
2423	-1.5185522039731527	-2.2139785681041575	0.25
2424	-3.3969007109470577	-2.8680803009746816	0.25
2425	-3.2117796191969137	2.878647409670991	0.25
2426	-2.3038751230337455	1.5220110673360219	0.16666666666666666
2427	-2.4212304699664235	-2.1263425574580133	0.25
2430	-0.9227262125835342	-0.8640673466180852	0.25
2431	-3.767327341526649	-3.1794721119774527	0.25
2432	0.62500799784784	-1.8791198772167566	0.25
2433	-3.0094685119977065	-2.769109100615192	0.25
2434	-1.719192746084575	-2.4600643181767623	0.25
2436	-3.0435457320719594	2.3589997836178793	0.25
2437	-0.41420729645081084	1.4149950086607992	0.25
2438	-0.6010263689676542	0.25638226457730007	0.25
2439	2.128710881211224	-0.8570916253915313	0.25
2441	-3.6026878820323005	2.8637886730501965	0.125
2443	-2.6784228022980723	-2.4998047628863467	0.25
2444	-3.246847249222733	-2.742094123758148	0.25
2445	-2.1071944656791644	1.2854133247496007	0.25
2446	-2.4726874746889105	2.118913298785425	0.25
2447	-3.1364770175632364	-2.6524679188207467	0.25
2448	-1.6844529360918352	-1.7082744534453966	0.25
2449	-2.652442433323726	-2.3723376214803866	0.25
2450	-2.3855767632220775	1.7122716561590472	0.25
2451	-3.1448515719789145	3.1281673853374317	0.25
2452	-3.3135071466101578	2.6818532577389136	0.25
2453	-1.951721037125762	-2.5635504507089837	0.25
2454	-1.3156817036968471	2.0210967762435215	0.25
2455	-3.0366362656311456	2.1598588477535428	0.25
2456	-2.6098908093020983	-2.5917928419634824	0.25
2457	-3.271121270841806	-3.0447846104875036	0.25
2458	0.2373874838303196	-0.7806925154766469	0.25
2459	-2.135128271129424	-1.7067602059929625	0.25
2460	-2.019621690891426	2.363921221461575	0.25
2462	-2.620915398754284	-2.55619779091293	0.25
2463	1.1565915612235969	-0.9603572045030606	0.25
2464	-1.2084964769754	-2.015828102638254	0.25
2465	1.0098727856197827	1.8795910589522145	0.25
2466	-1.391564865863253	-1.9786686594257792	0.25
2467	-3.932556408289625	-3.2414394473761576	0.25
2468	-2.8522311651148953	2.7234506985671563	0.25
2469	-1.784599234665493	-1.8209923473361291	0.25
2470	-3.0177760510568503	2.803938662402789	0.25
2471	-2.331839520971255	-2.070876574753919	0.25
2472	-2.493609942092209	-2.8706083085683254	0.25
2474	-1.2233121759143823	1.181669522768913	0.25
2475	-3.224025989013225	-2.818613699846907	0.25
2476	-3.231809287232074	-2.517455496601884	0.25
2477	-2.7192969842059407	-2.1936279902791025	0.25
2478	-2.1488710932770276	-1.5688189270733868	0.25
2479	-1.3219634210278972	-0.4550259025577751	0.25
2480	1.3047599827749192	1.898318804440407	0.25
2481	-2.847293939381499	-2.717523961116631	0.25
2482	-1.0901342042086415	1.488228412201144	0.25
2483	-1.7400678155324119	-2.592934134024716	0.25
2484	-3.4065270822832603	-2.9737550759048976	0.25
2485	-2.3780527462075356	3.5332259653202147	0.25
2486	-1.6412873280634026	-0.891908686253273	0.25
2487	-2.677368918136481	2.5388478198512012	0.25
2488	-0.9076766396864691	2.406927107150432	0.25
2489	-1.9824598806159828	-2.88530624025294	0.25
2490	1.4760226253756015	1.6609023554227778	0.25
2491	-3.194832277885682	-2.6844394588992855	0.25
2492	-1.2370138175125909	-0.49909144708235587	0.25
2493	0.8644243886498453	-3.287151849908268	0.25
2494	-2.5639190376864467	-2.526782372155819	0.25
2495	-3.0094991623554104	-1.873392193232959	0.25
2496	-0.5177621530952558	0.19883322845750015	0.25
2497	-2.8900531883545546	-2.082123799585282	0.25
2498	-3.05134868757963	1.4930322360272656	0.25
