qid	a	b	c
2364	-3.7129367753162597	-3.1537488565532414	0.25
2365	-3.2404958579091154	-2.860024347737704	0.25
2367	-2.8693441342578963	-2.1455979919571115	0.25
2368	-2.1912245606791663	1.5718950647161916	0.25
2369	-2.4023353377506913	2.182028629656904	0.25
2370	0.45007061371399926	-1.1514156621541938	0.25
2371	-3.1178581228672053	1.8942248934828243	0.25
2372	-3.401874090798287	-2.520136190210725	0.25
2373	0.6938125350285724	-2.397635045924616	0.25
2374	-0.10205748329277999	-0.458913702196138	0.25
2375	-2.125047165927771	0.8526624361632539	0.25
2376	-3.6363708128655516	-2.9568403002089174	0.25
2377	-2.140935011337248	-2.402831585684062	0.25
2378	-2.7004456831652517	0.9301185348258111	0.25
2379	-2.817309031308083	3.0117748840699803	0.25
2380	2.1572643614102622	0.5542854961566693	0.25
2381	-3.3223646297428853	-2.2975859209438685	0.25
2382	-0.4266453161294872	-0.9530049574909175	0.25
2383	-1.766435622177132	-2.554022907529159	0.25
2386	-2.976908229642725	-2.493427148232064	0.25
2387	1.663494451875333	-1.2238113591411448	0.25
2388	-3.2655550961833684	-2.678991918069638	0.25
2389	-1.8310103147104757	-2.6723413031682597	0.25
2390	-0.28753072589229056	-1.1370177920507292	0.25
2391	-3.2834249990995312	-2.5706836670551882	0.25
2392	-1.4262400353155307	1.1965192796588884	0.25
2393	-2.4263139929049053	1.8288215101325695	0.25
2394	1.698513567668285	-0.4231049433727988	0.25
2395	-0.43082323336046896	1.2651587888261682	0.25
2396	-2.789840884082057	2.9949742394143906	0.2
2397	-1.4453039975107564	-2.2007324530423187	0.25
2398	-2.793215404824574	-2.792129994501044	0.25
2399	0.5863281495709206	0.5610372189285897	0.25
2400	-1.23301153912759	-1.74468606517956	0.25
2401	1.4327065544244926	1.39990140737798	0.25
2402	-0.4965242655890658	0.2182680369345465	0.25
2403	-2.136302781229407	-2.3255627696240806	0.25
2404	-2.9598401322900716	-2.174447901652203	0.25
2405	-2.3169272284315583	-2.1468397520420774	0.25
2406	-2.198355916881185	-2.774950710019677	0.25
2407	-2.6162799953943705	1.5949887412270312	0.25
2408	2.480157783691852	-0.7135344186821383	0.25
2409	0.9744939684677594	-1.176119097973946	0.25
2410	-0.3989063942029395	-1.5112706815060628	0.25
2411	-0.8747160591488836	1.7882747507580983	0.25
2412	-2.7013450027113644	-2.8045129269557183	0.25
2413	-3.192045614464325	2.96781260563071	0.25
2414	-2.8341065197861868	-2.868412880297258	0.25
2415	-1.5223097304011974	2.6310621117027617	0.25
2416	-2.3053509841674935	-1.8166676085673918	0.25
2417	1.8860072253210505	0.5349266721099146	0.25
2418	1.8651581491095102	-1.0523317553974247	0.25
2419	-3.870884075199763	-2.845318434757811	0.25
2420	-2.7029220678710293	2.4198478429322123	0.25
2421	-2.129024887452499	2.300428812647331	0.25
2422	-3.1383232276591015	-2.589687090906153	0.25
2423	-1.0535402327874244	-0.32573399030064953	0.25
2424	-3.1867385103702803	-2.7529747853245103	0.25
2425	-3.1651049427174027	2.575053850423012	0.25
2426	-3.4238489163806514	2.914092536568716	0.16666666666666666
2427	-2.9659008051423905	-3.0477755451528674	0.25
2430	1.7940765787524329	1.7975163200859237	0.25
2431	-3.127673418069085	-2.0468822738646186	0.25
2432	0.8946760468373888	0.3933162036528006	0.25
2433	-2.842172913377956	-2.6266229986241014	0.25
2434	-1.2487732340739264	-1.7314317479952508	0.25
2436	-2.0730882718949792	1.2296110767201187	0.25
2437	-0.923386698899214	-0.3126557804386594	0.25
2438	-0.7766380742298006	-0.8175133984066182	0.25
2439	-2.5581654300514023	-1.9449668976444237	0.25
2441	-3.0077230532782293	3.1270298226931	0.125
2443	-0.9535958940636085	-2.225129823499016	0.25
2444	-3.3727178184992197	-2.85362185238904	0.25
2445	-2.1121255141943247	2.4383083711790343	0.25
2446	-0.6664993845499833	-2.7087337612359526	0.25
2447	-2.7771041882295036	-2.6578666012854573	0.25
2448	-2.6399832086660813	-3.3713834325963674	0.25
2449	-2.684515706863188	-2.478292009477824	0.25
2450	-3.2380130637532756	3.338043426517043	0.25
2451	-3.4882493230810048	3.016259098619993	0.25
2452	-3.352622010727939	2.643537456482439	0.25
2453	-0.9446617947611468	-1.76077593297371	0.25
2454	-2.225367831437365	2.691769784127489	0.25
2455	-2.7551624329689726	1.0502347326264645	0.25
2456	-1.7046643450196763	-0.8324981186722035	0.25
2457	-3.016180868123039	-2.5378120493149128	0.25
2458	-1.1663241295474436	-1.4020552023491517	0.25
2459	-2.0601779651389385	-1.7645293361029109	0.25
2460	-1.2059446129897524	2.456131000508535	0.25
2462	-2.0030805160180867	-2.04667111008614	0.25
2463	-1.2683978997752983	-2.0103717870327538	0.25
2464	-0.1746377598862222	0.7775142820940141	0.25
2465	-0.8868965730633648	-0.4459451742941444	0.25
2466	3.0474369374515806	-1.1860132806771626	0.25
2467	-3.6495407907368476	-2.816914252498999	0.25
2468	-2.770037890340031	2.821574102544915	0.25
2469	-0.9300566165859819	-0.9879777316289555	0.25
2470	-2.5059722372285087	1.630401360734122	0.25
2471	-2.94720845661022	-3.4851569297203824	0.25
2472	1.1536718732373514	-1.3620673066554394	0.25
2474	-0.12848520032025737	-1.0205631607242034	0.25
2475	-3.7752767245645638	-3.685327366884812	0.25
2476	-3.0285025008989135	-2.3863792160370374	0.25
2477	-3.326121652808363	-3.00497010464149	0.25
2478	-1.3685194839511945	-0.6998721464084557	0.25
2479	-2.245228091106639	0.7320970124391372	0.25
2480	-2.8061538593828406	2.436275656639889	0.25
2481	-2.876485498510626	-2.8979214452443225	0.25
2482	-2.5372799239070356	3.0168931501715344	0.25
2483	-1.961849069880518	-2.0996189514833072	0.25
2484	-3.133925265503797	-2.659876845898537	0.25
2485	2.5357779722400777	0.613060998538596	0.25
2486	-2.061703384506854	-1.5454758248296228	0.25
2487	-2.2529769386354244	2.1308011203480217	0.25
2488	-2.0061628479487745	2.292481130608735	0.25
2489	-3.530357484223253	-2.2899410164215763	0.25
2490	-2.043725236865158	-2.511855674309846	0.25
2491	-3.5509522101633806	-3.160779152491012	0.25
2492	-2.258904543329463	-2.44061683241956	0.25
2493	-3.1816933547682855	-2.386523857101487	0.25
2494	-2.4501139026871903	-1.9809052532984857	0.25
2495	-3.6298109727413608	-2.82094339397168	0.25
2496	-1.0405447549455944	-1.9287929039852758	0.25
2497	-2.965915213797318	-2.8977383773396164	0.25
2498	-3.2230219302157233	2.2422522808177554	0.25
2499	-0.5339165187330089	-1.219651623546402	0.25
2500	-3.254331652775915	-2.9324814193468716	0.25
2501	-3.4919670523896937	-3.1301944569191766	0.25
2502	-1.4778432910395523	2.274137101113536	0.25
2503	-3.4331015322062255	-2.252510932648739	0.25
2504	0.70169881192667	0.5352486309404099	0.25
2505	0.3823984430658681	-2.085164371380898	0.25
2506	1.34601614598715	1.892632879426945	0.25
2507	1.4408858511326648	-1.8721344171946452	0.25
2508	-1.3335468900694805	1.0901704109022199	0.25
2509	-3.455245843283648	3.033265723102412	0.25
2510	-3.5580422159382046	-2.6857770281580096	0.25
2511	-3.114892385313715	-2.8517652053540803	0.25
2512	-3.3648791921439907	-3.141500366193058	0.25
2513	-0.7252696579174434	-2.0908373330326384	0.25
2514	-1.0942702654531087	-1.8606421349971762	0.25
2515	-1.8097987720297841	-2.1784360880872167	0.25
2516	-1.1259416293033775	-1.315288364475169	0.25
2517	-1.2826590205267545	1.6874861510439476	0.25
2518	-2.6709198418628213	-3.0167815756235346	0.25
2519	-1.1214397224598551	0.6661594460923693	0.25
2520	-1.5897223096010857	-0.9354909375538831	0.25
2521	-3.5613017791246504	-2.8102636849908373	0.25
2522	0.04814276804760679	-2.006115297331314	0.25
2523	-1.3185459604676137	-0.5957213236706352	0.25
2524	-3.4561987007901225	-2.9577853872646616	0.25
2525	-3.6401829576104383	-2.6839137024165365	0.25
2526	-1.0761827851113002	-0.20127941228560164	0.25
2527	-3.1705839811232814	-2.266370237225804	0.25
2528	0.4313611138343921	2.1646021051872686	0.25
2530	-2.751596203950135	-1.6771275655939415	0.25
2531	-1.7171358096093945	1.9093667017951872	0.25
2532	-2.78370430920906	-2.6101611206047624	0.25
2533	-1.7614561812055423	-1.379789896485587	0.25
2534	-3.1837969085055766	2.9748171477222205	0.25
2535	-1.2997931815576398	-2.390470230395373	0.25
2536	-2.883172359010804	2.2876614912067352	0.25
2537	-0.3842060692847982	-0.737393242007855	0.25
2538	-2.1490063698845674	2.5373278005339706	0.25
2539	-2.0792590941463795	1.5623684686216894	0.25
2540	-1.704694355382437	-2.6429627744110324	0.25
2541	-2.662249442840238	1.7887145969896394	0.25
2542	-2.3176288553216997	-1.2031270453731309	0.25
2543	-2.005081870579568	-2.5156002948408847	0.25
2544	-1.7481383060214584	-2.760833767371831	0.25
2545	-1.6079478405041312	-2.213002682374463	0.25
2546	-3.1095289553495995	-2.4973669924827187	0.25
2547	-3.198458246342285	-2.590686243148482	0.25
2548	-3.241801320859595	-3.159099997008648	0.25
2549	1.7104316076105512	-1.131504539675126	0.25
2550	-1.1662732709124646	-2.2426243518372266	0.25
2551	-2.630687475959996	2.4675920549712416	0.25
2552	-1.106637873167499	-2.16104669003627	0.25
2553	-0.5227096228172103	2.170682741647912	0.25
2554	-2.936596499970748	2.083671904635351	0.25
2555	-2.694719573894247	-2.8858616519084226	0.25
2556	-2.3736543782864117	2.5911926899968596	0.25
2557	-0.8717258869006201	-0.6608647742924695	0.25
2558	2.061706325918164	1.387921814666829	0.25
2559	-3.7057663659562916	-2.736245664284275	0.25
2560	-3.748855207713774	-3.0271836851716705	0.25
2561	-3.674525843554639	-2.9480508691912677	0.25
2562	-2.666305513971761	-1.9021934966122436	0.25
2563	-2.869870293834421	-2.6561515120756938	0.25
2564	-3.3260104357252405	-2.9300327733041733	0.25
2565	-2.040504494255596	-2.9826143398690372	0.25
2566	-3.4230049371400706	-3.330576299441888	0.25
2567	-1.8407827142727122	-2.5050575553507546	0.25
2568	-3.4179865160909455	-2.5563023244336094	0.25
2569	-2.7410422639129406	-3.000294299975711	0.25
2570	-3.0017038122756414	-2.046289516556939	0.25
2571	-2.6736775611167456	-1.6167662231996245	0.25
2574	-1.23068181241624	-0.2110350277574903	0.25
2575	-2.5584968522378997	-1.750420884441225	0.25
2576	-2.144633509565689	1.6571799981386484	0.25
2577	-3.1286535783694913	-1.6390434142376271	0.25
2578	-1.3501802568808925	-1.9318692107111581	0.25
2580	-3.136783657308631	-2.212391221465995	0.25
2581	-2.8250204494871163	-2.610160405349685	0.25
2582	-2.7356021480146837	2.4646383400293743	0.25
2583	-3.144422280499506	-2.5584849506188947	0.25
2584	-2.4978870211236006	-2.493811511956176	0.25
2585	-3.135475572087315	-2.245914469861669	0.25
2586	-1.119243969227472	-1.9843451123458977	0.25
2587	-2.048702761755662	-1.767521058257384	0.25
2588	-3.597407208748522	-3.2482323786773324	0.25
2589	-2.8350250312033256	-2.202653215213501	0.25
2590	-3.264370605838859	-2.7341587659139215	0.25
2591	-2.9481709958259796	-2.3365903641157897	0.25
2592	-2.865285489893516	-2.6830891805244472	0.25
2593	-3.3662887860010655	-3.246163758771626	0.25
2594	-2.0098995517619382	2.658495040075535	0.25
2595	-1.8600909198206055	-2.8594966707620735	0.25
2596	-2.357233728959198	-2.0867776614882474	0.25
2597	-2.164544478409781	-2.482752879201849	0.25
2598	0.8426469114446763	-1.1113983839730064	0.25
2599	-1.995925163199161	-1.3854198270055509	0.25
2600	-2.042376990793794	-1.770832731060568	0.25
2601	-2.2496380730191823	-1.572496303443637	0.25
2602	-1.127524467044416	0.7934603691100194	0.25
2603	-3.108395760448863	-2.4819345699397983	0.25
2604	-3.0001439336673714	2.6551374844771787	0.25
2605	0.30868333897011146	2.453401116183125	0.25
2606	-3.647488835319125	-3.1807046108319654	0.25
2607	0.834946371466113	1.1202252734429463	0.25
2608	-2.83211926252899	2.0156450191315143	0.25
2609	-3.256396631750088	-2.7525033690910017	0.25
2610	-1.498132227344383	-1.7211475304450692	0.25
2611	-2.754686174094656	-2.203112477492257	0.25
2612	-3.3584175567594245	-2.6964580818010746	0.25
2613	-0.8521965196282826	0.7389688302223314	0.25
2615	-2.8569058644820213	-2.686572470647695	0.25
2616	-3.321493058373996	-2.7534595005099525	0.25
2617	-3.3153793121966184	-3.174822698767668	0.25
2618	-2.9393410737074532	-2.219443344105674	0.25
2619	1.3199586496731295	1.2786123505792957	0.25
2620	1.2412103694594683	-1.3799324289867203	0.25
2621	-3.812202482384684	-2.961222226075523	0.25
2622	-1.5683306056410575	-1.4318465310554869	0.25
2623	-2.2682873006985194	-1.4380914144594505	0.25
2624	-2.6162520525362383	-1.9549172544955449	0.25
2625	-1.803801464858048	-1.150042624925622	0.25
2626	-0.6511691496770962	0.19329945612750715	0.25
2627	-2.9776244761603055	-0.6101794770288116	0.25
2628	-3.4544866919212147	3.0158620224549244	0.25
2629	-3.2609490481289445	1.8305175599509544	0.25
2630	-2.094503298232155	2.055640683855453	0.25
2631	-1.3035769019868146	1.721635072651981	0.25
2632	-3.7611752448068856	-2.880808271231837	0.25
2633	-3.5665651314785127	-2.786173540472342	0.25
2634	-0.9712363739391917	-1.6767973647552632	0.25
2635	-2.1018737950797544	2.086318203511409	0.25
2636	-1.8124541345309246	-1.460347262552446	0.25
2637	-1.7021582251157548	-2.0296023582999387	0.25
2638	0.6791171686611536	0.6101259941546806	0.25
2639	-1.0378572229535623	-1.6107135518985356	0.25
2640	1.1127617747210745	0.9428376112863698	0.25
2641	-2.240386569908074	-1.5075560249619953	0.25
2642	-3.393266001872488	-2.4553381767411837	0.25
2643	-3.3723563249205637	-2.43250411052483	0.25
2644	-3.074964168827384	-2.550513253092189	0.25
2645	2.6190829325377676	-0.6607088450490066	0.25
2646	-1.3878497171740631	-1.967105941746469	0.25
2647	-1.9336355633898068	-2.0573806034718545	0.25
2648	1.850508280652831	1.8271545969699476	0.25
2649	1.4951358759802496	1.0555349068569697	0.25
2650	-0.8282408106263828	-1.5408182334944849	0.25
2651	1.2346106951414637	2.0655639896673197	0.25
2652	-3.074491507078201	2.61460020793936	0.16666666666666666
2653	-0.9043960789639289	-0.7515659843273521	0.25
2654	-2.6734636236863034	1.9732128270954914	0.25
2655	-3.072063287726893	2.811194401818783	0.25
2656	-3.793577242521183	3.1098760793381848	0.25
2657	-0.6602699231524519	-1.961400755908734	0.25
2658	0.39517650512602426	-0.5436661790738763	0.25
2659	-2.166670288610519	2.1542148847650506	0.25
2660	-2.148438048333587	-2.171493161713993	0.25
2661	-3.2853192405728127	2.1938849330380124	0.25
2662	-0.8069319526455553	0.7085150916962354	0.25
2663	-3.3462221086038695	-2.8548487725952922	0.25
2664	-3.692840553034669	-2.069877526280115	0.25
2665	-2.476117137211353	-2.762848079837452	0.25
2666	-2.837305470673135	-1.9205453375085462	0.25
2667	-3.2828845252615637	-2.9681225255769985	0.25
2668	-1.483168374806164	0.3297253149021333	0.25
2669	-3.038057687229876	-2.006812865740163	0.25
2670	-3.540719845142261	-2.741950197858374	0.25
2671	-1.186915173963406	1.758833712854777	0.25
2672	-2.756315695251122	-2.373210024977938	0.25
2673	-1.9452205970958256	-0.32272994963029156	0.25
2674	-3.1406361567028975	-2.595911231442484	0.25
2675	-3.4298848889939033	-2.62553329573022	0.25
2676	-3.233504138813982	-2.3837478241519117	0.25
2678	-2.548243588884094	1.948607939392139	0.25
2679	-2.2071677886683494	-2.148671160760428	0.25
2680	-1.9790995328030985	2.201723473605589	0.25
2681	-3.2323542532331038	-2.9138307249435003	0.25
2682	-3.454964120521918	-2.4469324106069323	0.25
2683	-3.4247758374950528	3.3079932224487227	0.25
2684	-1.2774834896315177	1.4531960334282255	0.25
2685	-1.5169733217192438	0.7486022479523913	0.25
2686	-0.2646906978625599	1.0428152008492588	0.25
2687	-0.7387931889094377	-0.6151384709898657	0.25
2688	-3.1189833566286422	-3.1332945742331573	0.25
2689	-1.5471682556529538	-2.656170674953225	0.25
2690	-3.45235245892958	-2.749996010146446	0.25
2691	-1.1654516779570296	0.3175178326032862	0.25
2692	-0.07670990502673271	1.8897352010037254	0.25
2693	-3.363840216881424	-2.4143032382656555	0.25
2694	0.8369559286872139	1.8110482810117745	0.25
2695	-3.063240035458346	3.0188998862889425	0.25
2696	-2.377986446910769	-1.810072015381658	0.25
2697	-2.247265064841934	2.1932955645086376	0.25
2698	-2.997760418340494	-2.9186236207890097	0.25
2699	0.5299017852172063	-0.6335403192720164	0.25
2700	-3.0355020564997206	2.6212718552792875	0.25
2701	2.570284264949446	-0.5947785192666037	0.25
2702	-3.0176175256823865	-2.7003893888266357	0.25
2703	-1.6599033993499575	1.7654554977788843	0.25
2704	-2.2109844508701264	2.765995802443611	0.25
2705	1.027869838208903	1.9828640461218892	0.25
2706	-0.6612460818761983	-0.7400922428865395	0.25
2707	-2.015357033001924	-1.9445298180953807	0.25
2709	-1.5867331103008602	1.0611435067296067	0.25
2710	-1.4775054841559785	-1.107369952183694	0.25
2712	-3.276721910225572	2.7209731129327213	0.25
2713	1.2451896572807937	-0.8768037634440382	0.25
2714	0.06274223872368687	1.7264828933539142	0.25
2715	-2.287756273787187	2.799790003393664	0.25
2716	0.583408389136175	-1.5436368277372663	0.25
2717	-2.602827394368956	-2.458250639722431	0.25
2718	-3.519139091913058	2.581802878323861	0.16666666666666666
2719	-2.7768662875816728	-2.2754796512746953	0.25
2720	-1.8246042066136916	1.6788826994390378	0.25
2721	-1.5622043604234637	-2.1742760308187754	0.25
2722	-1.3680543177840379	-2.2411299751131573	0.25
2723	-1.3597782695972456	-1.9174419542450727	0.25
2724	-0.9724567748464351	1.805115707980603	0.25
2725	0.06737195611605283	0.818998825001488	0.25
2726	-3.2113549023322485	-3.1094498106442696	0.25
2727	-2.6154740500175984	-2.841065418190179	0.25
2728	-2.047751466033086	1.698238574233428	0.25
2729	0.15237525019269701	0.2889472902167817	0.25
2730	-1.1443886743105085	-0.5678067464667458	0.25
2731	-0.8333963978121792	1.8063093679034141	0.25
2732	-2.9844129360322103	-1.3104675589300807	0.25
2733	-3.2112509878637994	2.0273933965134883	0.25
2734	-2.225364273571146	1.7094703063622074	0.25
2735	-3.3338512071130513	-2.8495813632702216	0.25
2736	-2.8084032400082655	-3.3604501801056124	0.25
2737	-1.3221392991580803	-1.1855721773620274	0.25
2738	-2.6736457676952496	-1.547004663409314	0.25
2739	-3.225889552750956	-2.049469399370692	0.25
2740	-3.271106169361071	-2.596794232227616	0.25
2741	-1.913784499380947	2.5697487962895877	0.25
2742	-2.198406836451253	1.5012615999042374	0.25
2743	-2.2180950434118283	-2.521597455300679	0.25
2744	-1.425549556278495	1.0574332675509721	0.25
2745	-3.739782177232435	-3.296109316463276	0.25
2746	-3.5742213979466504	-2.9395901749350877	0.25
2747	-2.8936899691056968	-3.0469995751957075	0.25
2748	-0.7942517247336505	1.7155546341213768	0.25
2749	-2.5579972851779162	-2.4549032939522415	0.25
2750	-0.24202204339358793	1.088393200155037	0.25
2751	-3.252800339597911	-2.9499971851506785	0.25
2752	-2.063015230987285	-1.906855945780267	0.25
2753	-0.7295547370544357	0.5816677998205327	0.25
2754	-2.178827678344425	1.901722772562399	0.25
2755	-2.391155439179429	-1.5815230789597443	0.25
2756	-2.7059641315843903	-2.847078043263953	0.25
2757	-2.270202017153803	2.348963356211672	0.25
2758	-1.3932641813439786	-1.614965052450298	0.25
2759	-3.483506029242073	-2.10028674947109	0.25
2760	-1.0444661306013543	-1.4150164078987864	0.25
2761	-3.0059817384113994	-2.476961391471201	0.25
2762	-3.0863127834345008	3.0300095743016535	0.25
2763	-2.964227872338541	-2.431877083998647	0.25
2764	-3.2015051709459654	-2.349431576940254	0.25
2765	-3.1860932566078723	-2.1683963676788918	0.25
2766	1.2056239939132074	-1.4777485452914945	0.25
2767	-0.5478278577724308	0.25427852519613664	0.25
2768	1.8907307300873897	0.9974000073270592	0.25
2769	-3.4522097201909143	-3.2440233553031312	0.25
2770	-3.0117086036792187	-2.984704287469417	0.25
2771	-1.8316480786748177	1.6852209986524933	0.25
2772	-1.9182887790732912	-2.1526920741809192	0.25
2773	-2.24838358631058	-2.3447958821541666	0.25
2774	-3.201445881775197	-2.658359723742741	0.25
2775	-2.4514452992509255	-2.1381029474856104	0.25
2776	-2.551012942999598	-1.9634152345908913	0.25
2777	-2.0794702436318033	-0.8044034920939437	0.25
2778	-2.734351435492744	-2.6049869012088123	0.25
2779	-2.933166706313366	-1.9872782921356726	0.25
2780	-2.1689582317616676	-2.1654342194764964	0.25
2781	1.4469578518888826	-1.0968255982364359	0.25
2782	-0.4430818564553198	-0.4650548180723747	0.25
2783	-0.5598336494231769	1.4928639718862173	0.25
2784	-3.605427292696072	-2.8804945293634114	0.25
2785	-2.1115147221367714	-1.4006514603532583	0.25
2786	-2.694624610608155	-1.7676240742730112	0.25
2787	-2.9478833427668576	-2.9711216984336124	0.25
2788	1.9213418808711613	-1.6494418503927133	0.25
2789	-2.0367851618372392	2.569304893705385	0.25
2790	-3.245069934104145	-2.2314299277840144	0.25
2791	-3.322303346909774	-2.950535188368306	0.25
2792	-3.5144067942681736	-3.371090276298916	0.25
2793	-3.0049831146949786	-2.374856492664142	0.25
2794	-1.3198896408844818	-0.5553166970289146	0.25
2795	2.1126391653829217	-0.8136831003964811	0.25
2796	-3.621671654724421	-2.768301208011029	0.25
2797	-3.229263838729802	-1.9694323477270528	0.25
2798	-1.7868622694593232	-1.350987063982228	0.25
2799	-3.140512319149796	-2.636574487693783	0.25
2800	-2.814454324191799	-1.9980395175665382	0.25
2801	-1.6850522593218173	1.1446919503722972	0.25
2802	-1.1669733173344918	-0.07885651467606014	0.25
2803	-2.908777875050298	-2.3008194826780657	0.25
2804	-3.071240474633783	-2.2712713986351467	0.25
2805	-2.970873794329739	-2.590032426511598	0.25
2806	-3.3079434944183626	-1.9397441148722046	0.25
2807	-2.4412475794906703	-3.0097584783096045	0.25
2808	-2.164835150004777	-1.9986180803936802	0.25
2809	-2.0441992228385697	-1.4229711443645896	0.25
2810	-1.768579568589308	2.6313194700129547	0.25
2811	1.3519279906111235	-0.9819127746806505	0.25
2812	-2.3707202478169083	2.5631592577381515	0.25
2813	-3.502610177391884	-2.6398287147373654	0.25
2814	-3.1319791427354606	-2.924123961843758	0.25
2815	-1.493345522653336	1.8493338208341015	0.25
2816	-0.9530901275340756	1.6367134611233862	0.25
2817	-3.683614229563489	-2.7576509729869585	0.25
2818	-0.9834546260217724	-2.1509955091186157	0.25
2819	-1.5011795160802912	1.9744573838380512	0.25
2820	-2.8786743837973248	-3.381497451191244	0.25
2821	-2.6895578160742812	2.559721670637532	0.25
2823	-1.590394048334171	2.462890222856105	0.25
2824	-3.396740656652616	3.1104072999937324	0.16666666666666666
2825	-1.300225082310964	-0.6674894034618312	0.25
2826	-1.701563786344804	1.2855276197463956	0.25
2827	1.6591659898139703	-2.800870914706562	0.25
2828	-2.548681118251655	-2.1986055413197443	0.25
2829	-1.86132335219442	-1.9313456620091392	0.25
2830	-3.0429617057531746	2.6973455283556462	0.25
2831	1.7276025317857688	0.8391382571935145	0.25
2832	0.03312536141634227	-1.8921130202375682	0.25
2833	-2.7047248254921237	-2.700161707739879	0.25
2834	-2.6637623071275742	-0.8828502106775963	0.25
2835	-2.707089187270926	2.198270796825871	0.25
2836	-0.1690837849348172	-0.7652476217404065	0.25
2837	-2.880100173336216	-3.123179960329444	0.25
2838	-1.4882157122067186	2.220599321171317	0.25
2839	-1.9522661389771856	-2.5651576254019535	0.25
2840	-0.6557250641529878	-2.135630107434455	0.25
2841	-2.267170763241058	-2.7221243512908897	0.25
2851	0.3022189153082994	-0.8294230465007043	0.25
2852	-3.0891992439954024	2.3963666315990997	0.25
2853	-3.365458061730205	-2.8312870052056183	0.25
2854	-0.1268708709260664	1.44185615634348	0.25
2855	-1.677817501282068	-1.749488453243604	0.25
2856	-2.3560917715447256	-1.6667831887520554	0.25
2857	-3.196830239001379	-2.0889252812871253	0.25
2859	-2.1558449720038975	-2.3150135981009616	0.25
2860	-3.298122830972629	-2.8776156663317822	0.25
2861	-3.2002000206542114	-2.6412966105501865	0.25
2862	-3.060118785697216	-3.1710576048354215	0.25
2863	-3.7129425347822833	3.287385447051639	0.16666666666666666
2864	-1.177211847764727	-1.4247889438882175	0.25
2865	-2.941061442444473	-3.123142106935336	0.25
2866	-3.3547040287606253	2.677323907321046	0.25
2867	-0.9535684358457147	-1.9302210771082484	0.25
2868	-1.6534630634257332	-2.2901152252965127	0.25
2869	-2.474096269857682	-0.6405030427221079	0.25
2870	0.6216850801112757	-0.3845697146838397	0.25
2872	-2.9994962724021055	-2.0322926194395907	0.25
2873	-1.937024926764662	0.7780071807900677	0.25
2874	-1.2164284249622204	0.4624269408990366	0.25
2875	-3.556921350990319	-3.264011564939469	0.25
2876	-3.5336327778752885	-2.499097957510509	0.25
2877	-1.018350665249711	-1.3601054306780025	0.25
2878	-3.4198786156727605	-2.1702663506475393	0.25
2879	-2.3709027624773995	2.2164012182789437	0.25
2880	-3.04830422831467	2.6061562456686933	0.25
2881	-2.9120479880607557	-2.5461641765945364	0.25
2882	0.033952164371699574	-0.708612380881464	0.25
2883	-1.884644733913238	-0.8642520398170763	0.25
2884	-0.7849052318576104	1.1348414636149795	0.25
2885	-2.729274939422951	1.8429894291392233	0.25
2886	-2.692112233076506	-2.903333701981172	0.25
2887	-2.9786103199352683	-2.3376108271360967	0.25
2888	-1.495297845455637	-0.4477765881780981	0.25
2889	-1.7398490806589588	2.3056973115705772	0.25
2890	-2.4229853266659536	-2.7986914926485684	0.25
2922	-2.08654708359628	-2.172244477978728	0.25
2923	-3.068530381251518	3.202055658793192	0.25
2924	2.4309880624830003	0.7801324713125218	0.25
2925	-1.4239829686994783	-2.100430027457146	0.25
